AOP_id,AOP_title,AOP_short_name,AOP_AO_1,AOP_AO_id_1,AOP_AO_2,AOP_AO_id_2,AOP_AO_3,AOP_AO_id_3,AOP_AO_4,AOP_AO_id_4,AOP_AO_5,AOP_AO_id_5,AOP_AO_6,AOP_AO_id_6,AOP_AO_7,AOP_AO_id_7,AOP_AO_8,AOP_AO_id_8,AOP_AO_9,AOP_AO_id_9,AOP_AO_10,AOP_AO_id_10,AOP_KE_1,AOP_KE_id_1,AOP_KE_2,AOP_KE_id_2,AOP_KE_3,AOP_KE_id_3,AOP_KE_4,AOP_KE_id_4,AOP_KE_5,AOP_KE_id_5,AOP_KE_6,AOP_KE_id_6,AOP_KE_7,AOP_KE_id_7,AOP_KE_8,AOP_KE_id_8,AOP_KE_9,AOP_KE_id_9,AOP_KE_10,AOP_KE_id_10,AOP_MIE_1,AOP_MIE_id_1,AOP_MIE_2,AOP_MIE_id_2,AOP_MIE_3,AOP_MIE_id_3,AOP_MIE_4,AOP_MIE_id_4,AOP_MIE_5,AOP_MIE_id_5,AOP_MIE_6,AOP_MIE_id_6,AOP_MIE_7,AOP_MIE_id_7,AOP_MIE_8,AOP_MIE_id_8,AOP_MIE_9,AOP_MIE_id_9,AOP_MIE_10,AOP_MIE_id_10,stressor_id_1,stressor_name_1,stressor_id_2,stressor_name_2,stressor_id_3,stressor_name_3,stressor_id_4,stressor_name_4,stressor_id_5,stressor_name_5,stressor_id_6,stressor_name_6,stressor_id_7,stressor_name_7,stressor_id_8,stressor_name_8,stressor_id_9,stressor_name_9,stressor_id_10,stressor_name_10,relation_1,upstream_event_id_1,upstream_event_1,downstream_event_id_1,downstream_event_1,relation_2,upstream_event_id_2,upstream_event_2,downstream_event_id_2,downstream_event_2,relation_3,upstream_event_id_3,upstream_event_3,downstream_event_id_3,downstream_event_3,relation_4,upstream_event_id_4,upstream_event_4,downstream_event_id_4,downstream_event_4,relation_5,upstream_event_id_5,upstream_event_5,downstream_event_id_5,downstream_event_5,relation_6,upstream_event_id_6,upstream_event_6,downstream_event_id_6,downstream_event_6,relation_7,upstream_event_id_7,upstream_event_7,downstream_event_id_7,downstream_event_7,relation_8,upstream_event_id_8,upstream_event_8,downstream_event_id_8,downstream_event_8,relation_9,upstream_event_id_9,upstream_event_9,downstream_event_id_9,downstream_event_9,relation_10,upstream_event_id_10,upstream_event_10,downstream_event_id_10,downstream_event_10
452,Adverse outcome pathway of PM-induced respiratory toxicity,PM-induced respiratory toxicity,Chronic obstructive pulmonary disease,2008,,,,,,,,,,,,,,,,,,,Activation of inflammation pathway,2009,Oxidative Stress ,1392,Epithelial-mesenchymal transition,1650,Fibroblast proliferation and differentiation,2012,Apoptosis,1262,Dysfunctional Autophagy,1945,Pulmonary inflammation,2010,Emphysema,2011,Airway remodeling,2013,,,Non-coding RNA expression profile alteration,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3109,2007,Non-coding RNA expression profile alteration,2009,Activation of inflammation pathway,3110,2007,Non-coding RNA expression profile alteration,1392,Oxidative Stress ,3111,2007,Non-coding RNA expression profile alteration,1650,Epithelial-mesenchymal transition,3112,2007,Non-coding RNA expression profile alteration,2012,Fibroblast proliferation and differentiation,3113,2007,Non-coding RNA expression profile alteration,1262,Apoptosis,3114,2007,Non-coding RNA expression profile alteration,1945,Dysfunctional Autophagy,3115,2009,Activation of inflammation pathway,2010,Pulmonary inflammation,3116,1392,Oxidative Stress ,2010,Pulmonary inflammation,3117,1262,Apoptosis,2011,Emphysema,3118,1945,Dysfunctional Autophagy,2011,Emphysema
282,Adverse outcome pathway on photochemical toxicity initiated by light exposure,ROS-mediated chemical phototoxicity,Inflamatory events in light-exposed tissues,1599,,,,,,,,,,,,,,,,,,,Oxidation of membrane lipids,1594,Oxidation/denatuation of membrane proteins,1595,,,,,,,,,,,,,,,,,ROS generation from photoactivated chemicals,1592,,,,,,,,,,,,,,,,,,,415,Light (290-700 nm),440,Photoreactive chemicals,303,Reactive oxygen species,,,,,,,,,,,,,,,1784,1592,ROS generation from photoactivated chemicals,1594,Oxidation of membrane lipids,1785,1592,ROS generation from photoactivated chemicals,1595,Oxidation/denatuation of membrane proteins,1796,1594,Oxidation of membrane lipids,1599,Inflamatory events in light-exposed tissues,1797,1595,Oxidation/denatuation of membrane proteins,1599,Inflamatory events in light-exposed tissues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,Adverse Outcome Pathways diagram related to PBDEs associated male reproductive toxicity,Adverse Outcome Pathways diagram related to PBDEs associated male reproductive toxicity,"Decreased sperm quantity or quality in the adult, Decreased fertility ",520,"anogenital distance (AGD), decreased",1688,"Malformation, cryptorchidism - maldescended testis",1616,"Decrease, Reproduction",1863,,,,,,,,,,,,,"Increased, Oxidative Stress",1088,"Increase, DNA damage",1194,"Damaging, Mitochondria",176,"Increased, glycolipid levels",2079,Apoptosis,1262,"Depletion, Ectoplasmic specialization (ES)",2142,"Impaired, blood testis barrier",2080,"Increased apoptosis, decreased fetal/adult Leydig Cells ",496,"Reduction, fetal/adult testosterone ",446,,,"Increased, Reactive oxygen species",1115,"Disruption, Estrogen receptor",2141,"Antagonism, Androgen receptor",26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,AFB1: Mutagenic Mode-of-Action leading to Hepatocellular Carcinoma (HCC),Mutagenic MOA for Cancer 2,"Tumorigenesis, Hepatocellular carcinoma",378,,,,,,,,,,,,,,,,,,,"Increased, Induced Mutations in Critical Genes",376,"Metabolism of AFB1, Production of Reactive Electrophiles",409,"Clonal Expansion/Cell Proliferation, to form Altered Hepatic Foci (AHF)",491,"Increased, Insufficient repair or mis-repair of pro-mutagenic DNA adducts",493,,,,,,,,,,,,,"Formation, Pro-mutagenic DNA Adducts",373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,376,"Increased, Induced Mutations in Critical Genes",378,"Tumorigenesis, Hepatocellular carcinoma",243,376,"Increased, Induced Mutations in Critical Genes",491,"Clonal Expansion/Cell Proliferation, to form Altered Hepatic Foci (AHF)",244,491,"Clonal Expansion/Cell Proliferation, to form Altered Hepatic Foci (AHF)",378,"Tumorigenesis, Hepatocellular carcinoma",245,493,"Increased, Insufficient repair or mis-repair of pro-mutagenic DNA adducts",376,"Increased, Induced Mutations in Critical Genes",613,373,"Formation, Pro-mutagenic DNA Adducts",491,"Clonal Expansion/Cell Proliferation, to form Altered Hepatic Foci (AHF)",614,373,"Formation, Pro-mutagenic DNA Adducts",378,"Tumorigenesis, Hepatocellular carcinoma",615,409,"Metabolism of AFB1, Production of Reactive Electrophiles",373,"Formation, Pro-mutagenic DNA Adducts",616,373,"Formation, Pro-mutagenic DNA Adducts",493,"Increased, Insufficient repair or mis-repair of pro-mutagenic DNA adducts",,,,,,,,,,
458,AhR activation in the liver leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals,AhR activation in the liver leading to Adverse Neurodevelopmental Outcomes in Mammals,"Cognitive Function, Decreased ",402,,,,,,,,,,,,,,,,,,,"Induction, Upregulation of glucuronyltransferase activity",295,"Increased, Clearance of thyroxine from serum",961," Thyroxine (T4) in serum, Decreased",281,"Thyroxine (T4) in neuronal tissue, Decreased ",280,"Hippocampal gene expression, Altered ",756,"Hippocampal Physiology, Altered",758,,,,,,,,,"Activation, AhR",18,,,,,,,,,,,,,,,,,,,249,"2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD)",148,Polychlorinated biphenyl,768,PCB 126,,,,,,,,,,,,,,,3406,18,"Activation, AhR",295,"Induction, Upregulation of glucuronyltransferase activity",3414,281," Thyroxine (T4) in serum, Decreased",402,"Cognitive Function, Decreased ",3427,295,"Induction, Upregulation of glucuronyltransferase activity",961,"Increased, Clearance of thyroxine from serum",3409,961,"Increased, Clearance of thyroxine from serum",281," Thyroxine (T4) in serum, Decreased",3410,281," Thyroxine (T4) in serum, Decreased",280,"Thyroxine (T4) in neuronal tissue, Decreased ",3411,280,"Thyroxine (T4) in neuronal tissue, Decreased ",756,"Hippocampal gene expression, Altered ",3412,756,"Hippocampal gene expression, Altered ",758,"Hippocampal Physiology, Altered",3413,758,"Hippocampal Physiology, Altered",402,"Cognitive Function, Decreased ",,,,,,,,,,
459,AhR activation in the thyroid leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals,AhR activation in the thyroid leading to Adverse Neurodevelopmental Outcomes in Mammals,"Cognitive Function, Decreased ",402,,,,,,,,,,,,,,,,,,,"Induction, CYP1A2/CYP1A5",850,"Increase, Oxidative Stress",1969,"Thyroid hormone synthesis, Decreased",277," Thyroxine (T4) in serum, Decreased",281,"Thyroxine (T4) in neuronal tissue, Decreased ",280,"Hippocampal gene expression, Altered ",756,"Hippocampal Physiology, Altered",758,,,,,,,"Activation, AhR",18,,,,,,,,,,,,,,,,,,,249,"2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD)",768,PCB 126,148,Polychlorinated biphenyl,,,,,,,,,,,,,,,3424,18,"Activation, AhR",850,"Induction, CYP1A2/CYP1A5",3445,850,"Induction, CYP1A2/CYP1A5",1969,"Increase, Oxidative Stress",3446,1969,"Increase, Oxidative Stress",277,"Thyroid hormone synthesis, Decreased",3447,277,"Thyroid hormone synthesis, Decreased",281," Thyroxine (T4) in serum, Decreased",3448,281," Thyroxine (T4) in serum, Decreased",280,"Thyroxine (T4) in neuronal tissue, Decreased ",3449,280,"Thyroxine (T4) in neuronal tissue, Decreased ",756,"Hippocampal gene expression, Altered ",3450,756,"Hippocampal gene expression, Altered ",758,"Hippocampal Physiology, Altered",3451,758,"Hippocampal Physiology, Altered",402,"Cognitive Function, Decreased ",,,,,,,,,,
57,AhR activation leading to hepatic steatosis,AhR activation to steatosis,"Accumulation, Liver lipid",455,,,,,,,,,,,,,,,,,,,"Suppression, VLDL secretion",450,"Inhibition, Mitochondrial fatty acid beta-oxidation",451,"Accumulation, Fatty acid",327,"Decreased, PCK1 expression (control point for glycolysis/gluconeogenesis pathway)",216,"Accumulation, Triglyceride",291,"Up Regulation, CD36",54,"Increased, FA Influx",465,"Up Regulation, LDLR (low density lipoprotein receptor)",466,"Increased, LDL uptake",467,"Up Regulation, CYP1A1",80,"Activation, AhR",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,450,"Suppression, VLDL secretion",455,"Accumulation, Liver lipid",172,18,"Activation, AhR",451,"Inhibition, Mitochondrial fatty acid beta-oxidation",173,291,"Accumulation, Triglyceride",455,"Accumulation, Liver lipid",174,451,"Inhibition, Mitochondrial fatty acid beta-oxidation",327,"Accumulation, Fatty acid",190,18,"Activation, AhR",54,"Up Regulation, CD36",192,18,"Activation, AhR",216,"Decreased, PCK1 expression (control point for glycolysis/gluconeogenesis pathway)",194,54,"Up Regulation, CD36",465,"Increased, FA Influx",195,327,"Accumulation, Fatty acid",455,"Accumulation, Liver lipid",196,216,"Decreased, PCK1 expression (control point for glycolysis/gluconeogenesis pathway)",327,"Accumulation, Fatty acid",197,465,"Increased, FA Influx",327,"Accumulation, Fatty acid"
494,AhR activation leading to liver fibrosis ,AhR and liver fibrosis ,"N/A, Liver fibrosis",344,,,,,,,,,,,,,,,,,,,"Up Regulation, CYP1A1",80,"Increase, Reactive oxygen species",1364,Cell injury/death,55,"N/A, Liver Steatosis",345,"Activation, Stellate cells",265,Leukocyte recruitment/activation,1494,"Increased, extracellular matrix deposition",1501,,,,,,,"Activation, AhR",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3415,18,"Activation, AhR",80,"Up Regulation, CYP1A1",3416,80,"Up Regulation, CYP1A1",1364,"Increase, Reactive oxygen species",3417,18,"Activation, AhR",345,"N/A, Liver Steatosis",3418,345,"N/A, Liver Steatosis",55,Cell injury/death,3419,55,Cell injury/death,265,"Activation, Stellate cells",3420,55,Cell injury/death,1494,Leukocyte recruitment/activation,3421,1494,Leukocyte recruitment/activation,1501,"Increased, extracellular matrix deposition",3422,265,"Activation, Stellate cells",1501,"Increased, extracellular matrix deposition",3423,1501,"Increased, extracellular matrix deposition",344,"N/A, Liver fibrosis",,,,,
151,AhR activation leading to preeclampsia,AhR activation leading to preeclampsia,"increase, Preeclampsia",1893,,,,,,,,,,,,,,,,,,,"dimerization, AHR/ARNT",944,"reduced dimerization, ARNT/HIF1-alpha",945,"reduced production, VEGF",948,"abnormal, placental labyrinth vasculature morphology",1891,"increase, placental insufficiency",1892,,,,,,,,,,,"Activation, AhR",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2706,18,"Activation, AhR",944,"dimerization, AHR/ARNT",2707,944,"dimerization, AHR/ARNT",945,"reduced dimerization, ARNT/HIF1-alpha",2708,945,"reduced dimerization, ARNT/HIF1-alpha",948,"reduced production, VEGF",2709,948,"reduced production, VEGF",1891,"abnormal, placental labyrinth vasculature morphology",2710,1891,"abnormal, placental labyrinth vasculature morphology",1892,"increase, placental insufficiency",2711,1892,"increase, placental insufficiency",1893,"increase, Preeclampsia",,,,,,,,,,,,,,,,,,,,
62,AKT2 activation leading to hepatic steatosis,AKT2 activation to steatosis,"Increased, Liver Steatosis",459,,,,,,,,,,,,,,,,,,,"Activation, AKT2",484,"Activation, SREBF1",457,,,,,,,,,,,,,,,,,systemic inflammation leading to hepatic steatosis,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,486,systemic inflammation leading to hepatic steatosis,484,"Activation, AKT2",1539,484,"Activation, AKT2",457,"Activation, SREBF1",1540,457,"Activation, SREBF1",459,"Increased, Liver Steatosis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,Alcohol dehydrogenase leading to reproductive dysfunction,Alcohol dehydrogenase leading to reproductive dysfunction,,,,,,,,,,,,,,,,,,,,,"Increased, Estrogen receptor (ER) activity",748,"Increase, Vitellogenin mRNA",2046,"Delay, Ovarian maturation",2047,"Increase, Body volume of female adults",2048,"Increase, sex ratio (F/M)",2049,"Increase, developmental abnormalities",2050,"Increase, Mortality",350,,,,,,,"Increase, Alcohol dehydrogenase",2045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3191,2045,"Increase, Alcohol dehydrogenase",748,"Increased, Estrogen receptor (ER) activity",3192,748,"Increased, Estrogen receptor (ER) activity",2046,"Increase, Vitellogenin mRNA",3193,2046,"Increase, Vitellogenin mRNA",2047,"Delay, Ovarian maturation",3194,2047,"Delay, Ovarian maturation",2048,"Increase, Body volume of female adults",3195,2047,"Delay, Ovarian maturation",2049,"Increase, sex ratio (F/M)",3196,2048,"Increase, Body volume of female adults",2050,"Increase, developmental abnormalities",3197,2049,"Increase, sex ratio (F/M)",2050,"Increase, developmental abnormalities",3198,2050,"Increase, developmental abnormalities",350,"Increase, Mortality",,,,,,,,,,
15,Alkylation of DNA in male pre-meiotic germ cells leading to heritable mutations,Alkylation of DNA leading to heritable mutations,"Increase, Heritable mutations in offspring",336,,,,,,,,,,,,,,,,,,,Inadequate DNA repair,155,"Increase, Mutations",185,,,,,,,,,,,,,,,,,"Alkylation, DNA",97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,97,"Alkylation, DNA",155,Inadequate DNA repair,11,155,Inadequate DNA repair,185,"Increase, Mutations",12,97,"Alkylation, DNA",185,"Increase, Mutations",13,97,"Alkylation, DNA",336,"Increase, Heritable mutations in offspring",590,185,"Increase, Mutations",336,"Increase, Heritable mutations in offspring",,,,,,,,,,,,,,,,,,,,,,,,,
139,Alkylation of DNA leading to cancer 1,DNA alkylation -> cancer 1,"Increase, Cancer",885,,,,,,,,,,,,,,,,,,,Inadequate DNA repair,155,"Increase, Mutations",185,,,,,,,,,,,,,,,,,"Alkylation, DNA",97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594,97,"Alkylation, DNA",155,Inadequate DNA repair,595,155,Inadequate DNA repair,185,"Increase, Mutations",596,185,"Increase, Mutations",885,"Increase, Cancer",597,97,"Alkylation, DNA",185,"Increase, Mutations",598,97,"Alkylation, DNA",885,"Increase, Cancer",,,,,,,,,,,,,,,,,,,,,,,,,
322,Alkylation of DNA leading to reduced sperm count,Alkylation of DNA leading to reduced sperm count,"Reduce, Sperm count",1757,,,,,,,,,,,,,,,,,,,Inadequate DNA repair,155,"Increase, DNA strand breaks",1635,"Increase, Apoptosis",1365,,,,,,,,,,,,,,,"Alkylation, DNA",97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2107,97,"Alkylation, DNA",155,Inadequate DNA repair,2106,155,Inadequate DNA repair,1635,"Increase, DNA strand breaks",2108,1635,"Increase, DNA strand breaks",1365,"Increase, Apoptosis",2110,1365,"Increase, Apoptosis",1757,"Reduce, Sperm count",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Alpha-noradrenergic antagonism leads to reduced fecundity via delayed ovulation,α-noradrenergic- reduced fecundity,"Decreased, Decreased fecundity ",527,,,,,,,,,,,,,,,,,,,"Decreased, Binding of NE to NE receptors on GnRH neurons",848,"Decreased, GnRH cfos activity",529,"Decreased, GnRH pulsatility/release",530,"Decreased, LH Surge",531,"Delayed, Ovulation",532,"Decreased, Cortical granule release/distribution upon fertilization",533,"Altered, Formation of cortical envelope",534,"Abnormal, Sperm penetration (polyspermy)",535,"Altered, Chromosome number (polyploid) zygote",536,,,"Inhibition, Antgonism of NE receptor",849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Alpha2u-microglobulin cytotoxicity leading to renal tubular adenomas and carcinomas (in male rat),α2u-globulin- renal adenomas/carcinomas,"Increase, Adenomas/carcinomas (renal tubular)",713,,,,,,,,,,,,,,,,,,,"Increased, Accumulation of alpha2u microglobulin (proximal tubular epithelium)",708,"Increase, Cytotoxicity (renal tubular cell)",709,"Increase, Regenerative cell proliferation (tubular epithelial cells)",710,"Increase, Hyperplasia (renal tubular cells)",767,,,,,,,,,,,,,"Increased, Binding of chemicals to 2u (serum)",714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389,714,"Increased, Binding of chemicals to 2u (serum)",708,"Increased, Accumulation of alpha2u microglobulin (proximal tubular epithelium)",390,708,"Increased, Accumulation of alpha2u microglobulin (proximal tubular epithelium)",709,"Increase, Cytotoxicity (renal tubular cell)",391,709,"Increase, Cytotoxicity (renal tubular cell)",710,"Increase, Regenerative cell proliferation (tubular epithelial cells)",423,710,"Increase, Regenerative cell proliferation (tubular epithelial cells)",767,"Increase, Hyperplasia (renal tubular cells)",424,767,"Increase, Hyperplasia (renal tubular cells)",713,"Increase, Adenomas/carcinomas (renal tubular)",,,,,,,,,,,,,,,,,,,,,,,,,
104,Altered ion channel activity leading impaired heart function,chemical-induced arrthymias,Increased Mortality,351,,,,,,,,,,,,,,,,,,,"Altered, Action Potential",698,"Increased, cardiac arrthymia",699,,,,,,,,,,,,,,,,,"impaired, ion channels",697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,697,"impaired, ion channels",698,"Altered, Action Potential",387,698,"Altered, Action Potential",699,"Increased, cardiac arrthymia",388,699,"Increased, cardiac arrthymia",351,Increased Mortality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,Androgen receptor (AR) antagonism leading to decreased fertility in females,AR antagonism leading to decreased fertility,"Decreased fertility, Reduced number of oocytes ovulated ",972,,,,,,,,,,,,,,,,,,,"Altered, Transcription of genes by the androgen receptor",286,"Granulosa cell proliferation of gonadotropin-independent follicles, Reduced",1800,,,,,,,,,,,,,,,,,"Antagonism, Androgen receptor",26,,,,,,,,,,,,,,,,,,,137,Flutamide,,,,,,,,,,,,,,,,,,,2335,26,"Antagonism, Androgen receptor",286,"Altered, Transcription of genes by the androgen receptor",2499,286,"Altered, Transcription of genes by the androgen receptor",1800,"Granulosa cell proliferation of gonadotropin-independent follicles, Reduced",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,Androgen receptor (AR) antagonism leading to hypospadias in male offspring,AR antagonism leading to hypospadias,"Hypospadias, increased",2082,,,,,,,,,,,,,,,,,,,"Decrease, androgen receptor activation",1614,,,,,,,,,,,,,,,,,,,"Antagonism, Androgen receptor",26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3318,26,"Antagonism, Androgen receptor",1614,"Decrease, androgen receptor activation",3319,1614,"Decrease, androgen receptor activation",2082,"Hypospadias, increased",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,Androgen receptor (AR) antagonism leading to nipple retention (NR) in male (mammalian) offspring,AR antagonism leading to NR,"Nipple retention (NR), increased",1786,,,,,,,,,,,,,,,,,,,"Decrease, androgen receptor activation",1614,"Altered, Transcription of genes by the androgen receptor",286,,,,,,,,,,,,,,,,,"Antagonism, Androgen receptor",26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2212,26,"Antagonism, Androgen receptor",1614,"Decrease, androgen receptor activation",2215,26,"Antagonism, Androgen receptor",1786,"Nipple retention (NR), increased",2213,1614,"Decrease, androgen receptor activation",286,"Altered, Transcription of genes by the androgen receptor",2214,286,"Altered, Transcription of genes by the androgen receptor",1786,"Nipple retention (NR), increased",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,Androgen receptor (AR) antagonism leading to short anogenital distance (AGD) in male (mammalian) offspring,AR antagonism leading to short AGD,"anogenital distance (AGD), decreased",1688,,,,,,,,,,,,,,,,,,,"Decrease, androgen receptor activation",1614,"decrease, transcription of genes by AR ",1687,,,,,,,,,,,,,,,,,"Antagonism, Androgen receptor",26,,,,,,,,,,,,,,,,,,,145,Finasteride,137,Flutamide,,,,,,,,,,,,,,,,,2207,26,"Antagonism, Androgen receptor",1614,"Decrease, androgen receptor activation",2210,26,"Antagonism, Androgen receptor",1688,"anogenital distance (AGD), decreased",2208,1614,"Decrease, androgen receptor activation",1687,"decrease, transcription of genes by AR ",2209,1687,"decrease, transcription of genes by AR ",1688,"anogenital distance (AGD), decreased",3309,1614,"Decrease, androgen receptor activation",1688,"anogenital distance (AGD), decreased",,,,,,,,,,,,,,,,,,,,,,,,,
117,Androgen receptor activation leading to hepatocellular adenomas and carcinomas (in mouse and rat),AR- HCC,"Increase, hepatocellular adenomas and carcinomas",719,,,,,,,,,,,,,,,,,,,"Increase, cell proliferation (hepatocytes)",716,"Increase, Preneoplastic foci (hepatocytes)",774,,,,,,,,,,,,,,,,,"Activation, Androgen receptor",785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448,785,"Activation, Androgen receptor",716,"Increase, cell proliferation (hepatocytes)",449,716,"Increase, cell proliferation (hepatocytes)",774,"Increase, Preneoplastic foci (hepatocytes)",450,774,"Increase, Preneoplastic foci (hepatocytes)",719,"Increase, hepatocellular adenomas and carcinomas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,Androgen receptor activation leading to prostate cancer,Androgen receptor activation leading to prostate cancer,Prostate cancer,2135,,,,,,,,,,,,,,,,,,,"Altered, Transcription of genes by the androgen receptor",286,"Increase, Androgen receptor",2134,"Decreased, Apoptosis (Epithelial Cells)",1183,Inflamatory events in light-exposed tissues,1599,"Alterations, Cellular proliferation / hyperplasia",854,"Increased, Invasion",1196,prostatic intraepithelial neoplasia,2136,,,,,,,"Activation, Androgen receptor",785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3452,785,"Activation, Androgen receptor",286,"Altered, Transcription of genes by the androgen receptor",3453,286,"Altered, Transcription of genes by the androgen receptor",2134,"Increase, Androgen receptor",3454,2134,"Increase, Androgen receptor",854,"Alterations, Cellular proliferation / hyperplasia",3455,854,"Alterations, Cellular proliferation / hyperplasia",2136,prostatic intraepithelial neoplasia,3456,2136,prostatic intraepithelial neoplasia,2135,Prostate cancer,3457,785,"Activation, Androgen receptor",1183,"Decreased, Apoptosis (Epithelial Cells)",3458,1183,"Decreased, Apoptosis (Epithelial Cells)",854,"Alterations, Cellular proliferation / hyperplasia",3459,785,"Activation, Androgen receptor",1599,Inflamatory events in light-exposed tissues,3460,1599,Inflamatory events in light-exposed tissues,1196,"Increased, Invasion",3461,1599,Inflamatory events in light-exposed tissues,2136,prostatic intraepithelial neoplasia
